id,title,artist,query,spotify_id,peak_pos,peak_week,streak
a5d312114d351114332bdf35ba06fe16,"Call Me (From ""Booty Call"")",Too Short & Lil' Kim,artist:too track:call me ,7AmLl7nJxPYYmJNrBqHDNo,90,1997-05-10,3
f910c6d9ea9b541925237f169378a37e,Sho Nuff,Tela Featuring Eightball & MJG,artist:tela track:sho nuff,720qG4xLQ8Do8jY9O15A4A,58,1997-04-19,8
1f911a49918f383f1c34cbe00eae56a0,Just The Way You Like It,Tasha Holiday,artist:tasha track:just the way you like it,,93,1997-04-19,5
ad3de9963d042e35f39b9d58069790e0,I Always Feel Like (Somebody's Watching Me),Tru Featuring Ice Cream Man (Master P),artist:tru track:i always feel like ,7593EsZCX6sEUNfO9i5rkA,71,1997-02-15,15
6db48e325aaaaa2774669dd0796b1273,It's In Your Eyes,Phil Collins,artist:phil track:it's in your eyes,2w1HaUm4dkG1rhZGFzMPza,77,1997-04-19,14
5a33d0b3deb61ee2fa4426da2b4d3418,No Diggity,BLACKstreet (Featuring Dr. Dre),artist:blackstreet track:no diggity,6MdqqkQ8sSC0WB4i8PyRuQ,1,1996-11-09,31
8fa4137f06dd9e98ce3934bea112c764,Change The World,Eric Clapton,artist:eric track:change the world,6BQNJ0JFKh8sWjQLI6Zudi,5,1996-08-17,43
d4b52f26a33ccdf4772a3a1f591796b1,"I Believe In You And Me (From ""The Preacher's Wife"")",Whitney Houston,artist:whitney track:i believe in you and me ,1kwNHkKXJ4c4MchgATAOBJ,4,1997-02-01,20
1dc3f3e83a591c8ca3f5ea8ae1590f2d,Runnin',"2Pac, Notorious B.I.G., Radio, Dramacydal & Stretch","artist:2pac, track:runnin'",3EaFe9jMJ8upE4597GkKR2,81,1997-04-26,14
dcf9c1012ce0c3979000cdb43bd807fb,Whateva Man,Redman,artist:redman track:whateva man,0pSaDwrMLM7F82LWJg9v6s,42,1997-03-08,15
f43d66d7e1d9f8242628dd00002048e0,Fired Up!,Funky Green Dogs,artist:funky track:fired up!,59cOkSYMBzajxog2tMyQCT,80,1997-04-05,14
43c61e73e85208dae0f2ebadab9c75f0,I Like It,The Blackout Allstars,artist:blackout track:i like it,57laKLECmh8J3TvFfJxT2g,25,1997-02-15,22
03faf6507e8e3f7e59b4bbafdf345851,Desperately Wanting,Better Than Ezra,artist:better track:desperately wanting,7GuLQiPvQbfzP0kqcvgIQQ,48,1997-02-08,20
a3ef416c4e86c954a2ff66b5e41def4c,"Space Jam (From ""Space Jam"")",Quad City DJ's,artist:quad track:space jam ,683hRieVmYdAhVA1DkjSAk,37,1997-01-11,20
301060083c54da63bd85102831d2c1a0,"Fly Like An Eagle (From ""Space Jam"")",Seal,artist:seal track:fly like an eagle ,4Nwm4lvNRxXkGR6aMmtdKm,10,1997-01-18,20
f4c27c46ff74a2ab793f36a62bd2258c,Discotheque,U2,artist:u2 track:discotheque,3IrhUrZKAkJ8LsFtH71fOT,10,1997-02-22,11
2fa3a37ea7b7b910e2764efaa8369154,Things'll Never Change/Rapper's Ball,E-40 Featuring Bo-Rock,artist:e-40 track:things'll never change/rapper's ball,,29,1997-03-01,14
ed0efb83812f46f12f5077197cd0a10a,"Watch Me Do My Thing (From ""All That"")",Immature Featuring Smooth And Ed From Good Burger,artist:immature track:watch me do my thing ,7L5gWkxgP0IgbAdGeqYpMO,32,1997-02-15,14
8677988a51de012d4a95c0f89e293658,Get Up,Lost Boyz,artist:lost track:get up,3cVdgpyCPWOmJOFc3Zsp6b,60,1997-02-15,17
e07fe3c03b0d8ef8d2bd43091543d9ee,"Nothin' But The Cavi Hit (From ""Rhyme & Reason"")",Mack 10 & Tha Dogg Pound,artist:mack track:nothin' but the cavi hit ,2rwmKpWW6o6anOhvcyiJOw,38,1997-02-01,20
20e23c82c2ce41ce802a3f113f94e98b,Luchini aka (This Is It),Camp Lo,artist:camp track:luchini aka ,2OXAWAySnYPJHLvgLX5fFT,50,1997-02-15,17
c5b17c9469cd8082ff916646e342d825,It's All About U,SWV,artist:swv track:it's all about u,1ask6D7sAOBSqe9xNOPL8t,61,1997-01-25,15
3153249fedec2ad6335cb57b8f0cf359,Under The Water,Merril Bainbridge,artist:merril track:under the water,,91,1997-04-12,6
e191a3d6f4051f8db7dd49a76c6fe915,It's Your Body,Johnny Gill Featuring Roger Troutman,artist:johnny track:it's your body,68kNu4wpgxu6k9u03J135K,43,1997-02-15,19
8e7cb4e0f185989d6e9752a7b43260cf,King Nothing,Metallica,artist:metallica track:king nothing,140u2dqlZbpi4ZLgeolKqA,90,1997-03-01,8
ab23975d7c4520cde2e7256efb0ee53b,Take Your Time,Tre,artist:tre track:take your time,5suQHaE38cnRlV1c03b1K3,77,1997-03-22,10
fe94099d015c3abe64b0eb6cf8287eeb,Bill,Peggy Scott-Adams,artist:peggy track:bill,0dVQeXMrjnNUqQOTQscgKe,87,1997-04-05,4
be4d442e587debaa7d9434f2f9d73aaf,What They Do,The Roots ,artist:roots track:what they do,1B53Y95tPd4ah4FExO0egE,34,1997-03-01,15
6b3d443176390ae5b6c363a0a83361d1,Cold Rock A Party,MC Lyte,artist:mc track:cold rock a party,1iVdwLsbPsKnqUoZOWlEqv,11,1997-02-15,20
68028b13c79ce6a56d4fe8e3820db11a,Thirty-Three,The Smashing Pumpkins,artist:smashing track:thirty-three,02BSpb2sKuFgs0Go3LRbTj,39,1997-02-01,20
781314eab544355a4e3f3c0045deab1e,I'm Not Giving You Up,Gloria Estefan,artist:gloria track:i'm not giving you up,1QdunnQviyylrhnS4gwypb,40,1997-01-25,19
a9a8e490937579a354edd1cc4045589c,Hip-Hopera,Bounty Killa featuring the Fugees,artist:bounty track:hip-hopera,0y76oOFWnwZACF0LK12h6l,81,1997-03-15,5
142af1ec89bb14ddcb234dc8ed320efc,Weekend Thang,Alfonzo Hunter,artist:alfonzo track:weekend thang,69tB9bR5h5Y6KhsAmV9cLQ,90,1997-04-05,5
828cbb695d96b52ed5c722733c2de949,When You're Gone/Free To Decide,The Cranberries,artist:cranberries track:when you're gone/free to decide,,22,1997-02-15,20
94d4708c3a870296ffb28db3a4ff21d4,"I Finally Found Someone (From ""The Mirror Has Two Faces"")",Barbra Streisand & Bryan Adams,artist:barbra track:i finally found someone ,2WthqeuPLwn0CHwCMrlt6L,8,1996-12-07,20
36dc81a81c6af229dd18b8539507d6f6,We Danced Anyway,Deana Carter,artist:deana track:we danced anyway,4fOFOwrAHA9PdhOL7lciok,72,1997-02-15,9
c19c8c2b9a7b667ad1037bc3b099618d,I Love You Always Forever,Donna Lewis,artist:donna track:i love you always forever,1PEqh7awkpuepLBSq8ZwqD,2,1996-08-24,41
3b10de609b9d32250543cfbe2525f1c5,Where Do You Go,No Mercy,artist:no track:where do you go,1lkfcyCLP0KPykSLIgh1VT,5,1996-10-12,39
11fa6e7a3c63f7258cd004ce1e7034a5,Mouth,Merril Bainbridge,artist:merril track:mouth,2uWBgF1sPF8dSiig3ksgXZ,4,1996-11-23,30
1884735712b7a36a187b7c7b0ecbea56,If We Fall In Love Tonight,Rod Stewart,artist:rod track:if we fall in love tonight,3yhHZaToQ3ZxN1A4GzByZR,54,1997-02-15,20
eb4264fc518af7f96c0c24cc958a3734,"You Must Love Me (From ""Evita"")",Madonna,artist:madonna track:you must love me ,78JPL7uIfs6Imm57r1QETk,18,1996-11-23,20
5e718987932a512a5dde9bf7cf08ffe1,If It Makes You Happy,Sheryl Crow,artist:sheryl track:if it makes you happy,5XrfFo0JFOnWD9ZMNXGkQh,10,1997-01-25,27
4738eb2edcba79b80f175b6e236c37f1,When You Love A Woman,Journey,artist:journey track:when you love a woman,2Ie2PTlhSYqE7WG5l6QzrB,12,1996-12-14,22
dcfc70a07971a4baddffdf872bc18002,I'm Still In Love With You,New Edition,artist:new track:i'm still in love with you,46LEQkbfPT5x2ZanS3STg5,7,1997-01-11,20
e567dd6fa8127c10c7305be9273a77cf,No Time,Lil' Kim Featuring Puff Daddy,artist:lil' track:no time,5Pe9H08rkbraYpP3dllcfe,18,1997-01-11,20
21111ab816d25d4196d1019cc7f11941,Tears,The Isley Brothers,artist:isley track:tears,3WAgCGsQ88VW3GFSMVK8td,55,1997-02-15,11
24ce6265d08f62d23f5f18120a0d3ecd,ATLiens,OutKast,artist:outkast track:atliens,2vfvGlqCB7oertO5VLE0sz,35,1997-01-11,17
a784f751bd5181c8863b6a81f4a2d797,Barrel Of A Gun,Depeche Mode,artist:depeche track:barrel of a gun,5COH2h5ncTVFfAUhBM2J7k,47,1997-02-22,5
d215623056e6408cf56e4d302166d004,Come See Me,112,artist:112 track:come see me,0uuu6GPfF36MPr6SKMHvuF,33,1997-01-04,20
27a10ed3d2a096d93b8374772ddd21f7,Without Love,Donna Lewis,artist:donna track:without love,4qb9W8qLJLt1hisMYnJP3u,41,1997-02-01,15
a1f5bff07cb270503bb967decec82dde,Between You And Me,dc Talk,artist:dc track:between you and me,3B6MzBBeXsTI4GURPavO1s,29,1996-12-07,19
301e58fb57184901e55a914a12fb170e,Colour Of Love,Amber,artist:amber track:colour of love,6atodngcu0uc9uHkP1mdKS,74,1997-02-15,10
422e70d28ceb6e1da497e1d727d0b58d,This Is Your Night,Amber,artist:amber track:this is your night,5p0rUHicpwMZil8RlNGGth,24,1997-01-25,40
ee5eb0861c2beb88d28151a8520b71e0,You're Makin' Me High/Let It Flow,Toni Braxton,artist:toni track:you're makin' me high/let it flow,,1,1996-07-27,41
0e34a84099447975cc266248721836e8,Knocks Me Off My Feet,Donell Jones,artist:donell track:knocks me off my feet,4o1E2c0ye1RlIJJqOM0dqP,49,1997-01-04,20
b41665a530158c6e076bc898e2a2dab4,Never Leave Me Alone,Nate Dogg Featuring Snoop Doggy Dogg,artist:nate track:never leave me alone,6lah2pPQVdTsfoMSHkyYmn,33,1996-11-30,19
649cbe7b800a625a59ab26c250173790,Friends,John Michael Montgomery,artist:john track:friends,336MNGWifY0wUNdI37pm8Q,69,1997-02-08,12
d9d8a241f2eb724e663da5429e99732e,Twisted,Keith Sweat,artist:keith track:twisted,69QIVIjPMnI1ABLBqh9P1b,2,1996-08-17,38
745556967af1971f04609960459d61b7,It's All Coming Back To Me Now,Celine Dion,artist:celine track:it's all coming back to me now,2JRicL2f8tJl9TiQlH7vbJ,2,1996-10-26,30
50f5c7e1bb9196cc32ee18278dd1562c,"Last Night (From ""The Nutty Professor"")",Az Yet,artist:az track:last night ,4xmhb9uCPEXuX338XYmOgO,9,1996-10-19,29
7a6be81aea386317f2be288e56b43e7d,Pony,Ginuwine,artist:ginuwine track:pony,6mz1fBdKATx6qP4oP1I65G,6,1996-11-23,27
e7657178df3f75af050e7f5b4d9a8af1,This Is For The Lover In You,"Babyface Featuring LL Cool J, Howard Hewett, Jody Watley & Jeffrey Daniels",artist:babyface track:this is for the lover in you,1blZP5x1XQSqQFpTy12rFh,6,1996-11-09,20
17c3bd10fb97f51e05df1fd2eb69f202,Hero Of The Day,Metallica,artist:metallica track:hero of the day,5ktyEZbrgBEePsu6MW5Cvw,60,1997-01-11,18
3a986e24b7d13abe1b0b9106d61e438b,"Ain't Nobody (From ""Beavis And Butt-Head Do America"")",LL Cool J,artist:ll track:ain't nobody ,7c2h4jzcyJsN1QzTb8ZpiZ,46,1997-01-18,11
ec54a9f1a1567dd527dff0acf549d421,I Fell In Love,Rockell,artist:rockell track:i fell in love,7yhDrZHrOrYuoLr4Po7bsT,61,1997-01-18,18
c2ffffe95d12aedd87f3d2f7aedd746c,Counting Blue Cars,Dishwalla,artist:dishwalla track:counting blue cars,6B618H5CuCdEzcVs0NKTlt,15,1996-08-17,48
e6548cc6f20ae324f3f10252571f401b,You Don't Have To Love Me,Monifah,artist:monifah track:you don't have to love me,1FHmZ3jNK06PgJhvZjdtMD,82,1997-01-25,9
8d7c4988d6436a0b09f9c83c05824747,Street Dreams,Nas,artist:nas track:street dreams,0QnGI4OgY8ReggLWvEXdgD,22,1997-01-11,17
cd66c926efa1333c6eec447bef95b800,Electrolite,R.E.M.,artist:r.e.m. track:electrolite,6TU0zW9qJaG53vSa1R57qb,96,1997-02-22,2
ceba860c74c06476b09b29e0919df80a,Drop Dead Gorgeous,Republica,artist:republica track:drop dead gorgeous,253PaikJ4dv2naUFa4VeJW,93,1997-02-15,3
52cee773b99456b4f7648b21da538a12,I Can Make It Better,Luther Vandross,artist:luther track:i can make it better,70NmePXQxL3b688VuLSFae,80,1997-01-04,10
c49f7241e1ec23c7bf3d1cf123257610,Let's Ride,Richie Rich,artist:richie track:let's ride,3xHfnWyUpLBnKLyVQl8qT5,67,1997-01-11,13
f0ca362e0df78c9debd7bff945087e65,"How Could You (From ""Bulletproof"")",K-Ci & JoJo,artist:k-ci track:how could you ,7m2Uu0CWIzbK0ODhqTflnR,53,1996-11-23,15
ef1d42094f2f341a04133f02c3b2a0d8,Setting Sun,The Chemical Brothers,artist:chemical track:setting sun,3Bjx94921MJ0DvjQQ9KVpK,80,1997-02-01,5
05c3b9f1a4ec732d0c1f53350cda0b9c,Stand Up,Love Tribe,artist:love track:stand up,5TqD9gQeiGu7twrlrBCQJ0,89,1997-01-25,5
f614cd35b31b717575e6825db4c91e46,Passion,K5,artist:k5 track:passion,3cHxfNznhPp0GRBTm4pcW7,98,1997-02-08,3
6e88a15f3383e32b93b3b36e1f2cf4d7,My Baby Mama,QT,artist:qt track:my baby mama,0Ib6Harf3hHKOwXGeHaM5O,94,1997-02-01,4
fcea4da5161ce06c8e5145762aac6a68,You Learn/You Oughta Know,Alanis Morissette,artist:alanis track:you learn/you oughta know,,6,1996-07-27,30
204bcb6156017699e34b8a1d4e62426a,What Kind Of Man Would I Be,Mint Condition,artist:mint track:what kind of man would i be,5qR3pYQIC10S7aD2YBjgui,17,1996-11-30,24
9d5b6039478db6f78dc8f5c144ad386d,Falling,Montell Jordan,artist:montell track:falling,6b0mf7tkMei83pEeITIqIf,18,1996-12-07,20
cdfd01181d55c8a994303ef3ec6608f6,Sugar Honey Ice Tea,Goodfellaz,artist:goodfellaz track:sugar honey ice tea,,64,1997-01-18,10
f256c1e43abee5c484c85049eda1392d,The Moment,Kenny G,artist:kenny track:the moment,2YpjoEkXlkT5TBM2T7Hzkh,63,1996-12-14,14
ce20f72b34cd0e2685bd667b57b78420,Nowhere To Go,Melissa Etheridge,artist:melissa track:nowhere to go,035Wi3SCHzijMtWdhVv5K8,40,1996-10-12,19
931c95acf88c15eb53bf624c7d6652bd,You Can Make History (Young Again),Elton John,artist:elton track:you can make history ,3ca91BX2k7GSzEUsx1mPgI,70,1996-11-02,17
781d6b659e38cb30bd9e7ff8e78a3fdc,All I Want,Susanna Hoffs,artist:susanna track:all i want,53m1rGnPJVtI0zUryVyL9N,77,1997-01-25,12
7b59b2756fdb361b19da2be9e516c8d7,"Another You, Another Me",Brady Seals,"artist:brady track:another you, another me",3XA6fH5pqQSjTnH7xhCwsZ,91,1997-01-25,4
a051878d6caa5fb0d5d6bcb7641f1362,When Boy Meets Girl,Total,artist:total track:when boy meets girl,1S8nL8nzUNmLz9SbqdXLxE,50,1996-11-30,17
efda0f66c883affdf00d98e437a957fb,Macarena (Bayside Boys Mix),Los Del Rio,artist:los track:macarena ,4oaj36KzXRgDg4McgcTsZK,1,1996-08-03,60
14a83aeb9a31eab6d3caa18ac0bd10d7,Key West Intermezzo (I Saw You First),John Mellencamp,artist:john track:key west intermezzo ,4hiP73O5neL2rKZ4tfdxpc,14,1996-10-12,24
28b92ef4f58e502d13a303b8d19ca9d2,Bow Down,Westside Connection,artist:westside track:bow down,2Vpj5colB0MPy3Zg5SITEC,21,1996-10-05,20
9469f765d4efffbb688a5b6cf27ca3c0,"Bohemian Rhapsody (From ""High School High"")",The Braids,artist:braids track:bohemian rhapsody ,3TAWWWIwm0g7PDGGL70tNn,42,1996-12-07,17
33686bfdcd979a6d3239006615f818e1,Birmingham,Amanda Marshall,artist:amanda track:birmingham,7uq3apmiiLp8WbgcbDZe6X,43,1996-11-02,20
b461ed4f2c62e58acb42679d38a34b6c,At Night I Pray,Wild Orchid,artist:wild track:at night i pray,7jEC8cMF6Ssu4AyneXPhUF,63,1996-11-02,20
a71c4ea84a5b6f9f0bf9af7f13aa3e0b,Dance Into The Light,Phil Collins,artist:phil track:dance into the light,6JRBGmf5T7QjFQPWTwBdbs,45,1996-11-02,16
4b808dc5958b0b7d07720e7156d3dffe,One And One,Robert Miles Featuring Maria Nayler,artist:robert track:one and one,3XTU4TVUJDO5ovMEGuQVk4,54,1996-11-09,19
99131bd270d842dda12c8e817923d626,"Tell Me (From ""Eddie"")",Dru Hill,artist:dru track:tell me ,58D9AHRscmmc6HsNtIll6f,18,1996-11-16,23
b02f875560905aa58e4ebe902aac5874,Let's Make A Night To Remember,Bryan Adams,artist:bryan track:let's make a night to remember,3wgNhWuV5gkcEkTgMBNcoA,24,1996-10-26,23
94754de14219acdbdc026aa644afc21b,Bittersweet Me,R.E.M.,artist:r.e.m. track:bittersweet me,7aYzsNdBnwgHtB5QftgYRW,46,1996-12-07,12
ba5e56e2a494b7e3d4c5e5679e24bf87,I Luv U Baby,The Original,artist:original track:i luv u baby,6J3LHclKrdg1zLArH3kmF4,66,1996-11-30,16
bd9e7787421ec297327dbad48eaad9eb,Steelo,702,artist:702 track:steelo,5OQO6NEs89flntUWPtXUiG,32,1996-12-14,20
72268105c45886a5db760b117d3b4c5b,God Bless The Child,Shania Twain,artist:shania track:god bless the child,5VlcN32sMteWvg1Qg57Av6,75,1997-01-04,5
5fab774f694137338d7f57246914d02b,Sittin' On Top Of The World,Da Brat,artist:da track:sittin' on top of the world,6NWZkG7pv1raYZB1FVWMKA,30,1996-11-16,16
1f8b3b0447b75172c1d8434e9970fb19,"What's Love Got To Do With It (From ""Supercop"")",Warren G Featuring Adina Howard,artist:warren track:what's love got to do with it ,,32,1996-10-05,19
ab31be5e70f633c177cdc00a208812eb,Leavin',The Tony Rich Project,artist:tony track:leavin',0hUcwyaNHdR9961jFWrIoX,82,1994-05-21,8
7ce8b99f9c6ac1a03b29817febde16a9,Floatin' On Your Love,The Isley Brothers Featuring Angela Winbush,artist:isley track:floatin' on your love,3ZGQj5ctvHDg8M66psz0PY,47,1996-11-02,18
c0dcd7b79fd40308778f8cf3ea2fe094,The Sound Of My Tears,Deborah Cox,artist:deborah track:the sound of my tears,0HxnxjgFTmj1MZYOUj8Sq1,97,1997-01-11,4
5981149883fbb0c02414a7c615a2ce53,Loungin,LL Cool J,artist:ll track:loungin,0fKolf0hpjCwjTSLszadI8,3,1996-08-24,29
c1ce2a910e2b2c9f9eadbd261a146282,Tonight Is The Night,Le Click,artist:le track:tonight is the night,0szxZG3QmQpMxrzmOjfDlm,68,1997-01-18,20
3fbfdb39f7c9b92fd27b6a19fc7a3eb4,Music Makes Me High,Lost Boyz,artist:lost track:music makes me high,7MAUQy99aM2AutCLYPj2Cb,51,1996-10-19,16
f9085bda85aa918cd0ea842fe412f3a7,Little Bitty,Alan Jackson ,artist:alan track:little bitty,2CBRlZtrYrhd8XXFFDSxAl,58,1997-01-04,10
06077794dd7059ba420151e9aa1c83d1,"That Thing You Do! (From ""That Thing You Do!"")",The Wonders,artist:wonders track:that thing you do! ,4O6ZaZrRCFfiZZKjnrXqlk,41,1996-11-09,15
b5426a989a754be44b0456ef6dcd07b7,Every Light In The House,Trace Adkins,artist:trace track:every light in the house,2A7j0RLnzvvlUFrevBiOQf,78,1997-01-04,9
181f3794496dd9f313c7197786c0aff1,Lady,Mista,artist:mista track:lady,1UxKOK2zzLz4yi8GCFxM1P,90,1997-01-11,3
1b906fc2b3c930475ec9785c360a7790,Let's Get The Mood Right,Johnny Gill,artist:johnny track:let's get the mood right,6Rm7xbB9i6h144squqLeBy,53,1996-10-05,18
1c227436d75ab137e0fe53effb6b38a3,If Your Girl Only Knew,Aaliyah,artist:aaliyah track:if your girl only knew,,11,1996-10-19,20
247409982447f98e1658c4833d09950b,Hit Me Off,New Edition,artist:new track:hit me off,0yNCFwihschpOwSgK31f2O,3,1996-08-31,20
b48b3ea242b0d6614897546790931281,Macarena Christmas,Los Del Rio,artist:los track:macarena christmas,5gC7cwZNKqaNLlvHlLjjqE,57,1997-01-04,4
03fb23add460d8e4ff613543e4516050,"Missing You (From ""Set It Off"")","Brandy, Tamia, Gladys Knight & Chaka Khan","artist:brandy, track:missing you ",0BP2RFjKRSmNtkJW3f1nhR,25,1996-09-28,20
1c4c6a3001118780502051dcac2d1fc2,Jellyhead,CRUSH,artist:crush track:jellyhead,0xdFJkARYp9VZ2vfdNxkYX,72,1996-12-21,21
687a01a270b4edbbc9a24b5e0d57397d,That's How It Is (It's Like That),Redman Featuring K-Solo,artist:redman track:that's how it is ,,95,1996-12-28,2
e9d350b7c0fbe8093d7663f49a313bb7,C'mon N' Ride It (The Train), Quad City DJ's,artist:quad track:c'mon n' ride it ,2QLEN3RVunMas7j0PHjeAT,3,1996-08-17,42
c2bfccaef4777d823eb514c306248772,Give Me One Reason,Tracy Chapman,artist:tracy track:give me one reason,4vDBJeeQCbhP9FaPPMsYkY,3,1996-06-15,39
59a77e8bebebc23be81c86851e90c668,Do You Miss Me,Jocelyn Enriquez,artist:jocelyn track:do you miss me,3pNm2hVHhTiZZ2bKY4vL00,49,1996-12-07,23
fcc7117f04ac1ef6471e125203fb96d1,Everything Falls Apart/Small Wonders,dog's eye view,artist:dog's track:everything falls apart/small wonders,,66,1996-09-28,14
086610d157008c486642aa5b502e962b,Use Your Heart,SWV,artist:swv track:use your heart,5mCQirG6bW3iDN0gpdoxrP,22,1996-09-21,20
7123bc71ff6b89235aa5fd0f8ede4af7,I Don't Need Your Love,Angelina,artist:angelina track:i don't need your love,2OP627zExZ2BoXlh5cyzut,69,1996-11-30,11
9204545af4425f75bd5db00a00e15417,Follow You Down/Til I Hear It From You,Gin Blossoms,artist:gin track:follow you down/til i hear it from you,,9,1996-03-09,46
177b150b02fe22108682c4c2d08be18d,Who Will Save Your Soul,Jewel,artist:jewel track:who will save your soul,1SYXw0U7vE9BpUw5bEFvKw,11,1996-08-03,30
41910b736f7d85dd0fae1ecb56717f11,Ready To Go,Republica,artist:republica track:ready to go,5Qt8U8Suu7MFH1VcJr17Td,56,1996-11-02,20
50c3579bc628dbe50605d3f0605e3fc0,"Touch Myself (From ""Fled"")",T-Boz,artist:t-boz track:touch myself ,4uMmTW14HElYZTBCQbOEbg,40,1996-08-31,20
fc60501c270c2da866a83717199a69ce,Just The Way (Playas Play),Alfonzo Hunter,artist:alfonzo track:just the way ,4eMGevfobDTaWfr3TLbkFm,85,1996-11-23,8
cf8f46b4608628cf840593d64017556c,Po Pimp,Do Or Die (Featuring Twista),artist:do track:po pimp,66AMCAjrOk7c957i3ej06f,22,1996-10-19,20
fb68c099c0a3477d5025167531d1ba65,"Why Does It Hurt So Bad (From ""Waiting To Exhale"")",Whitney Houston,artist:whitney track:why does it hurt so bad ,7hbUoBUewDxW0Pceqxw3g2,26,1996-08-31,20
cff06b14dc407bff99e2d3d2eafd3d3f,Ascension (Don't Ever Wonder),Maxwell,artist:maxwell track:ascension ,6l4TNbfPtNAOOlGIfceSaO,36,1996-09-28,18
4c12b63fab2c06530823c7446e21cf3d,Beyond The Invisible,Enigma,artist:enigma track:beyond the invisible,5gPdjsmYkLm5FWT2PXIhnF,81,1996-12-07,3
a49773e4fcb57ce81f9a12dd59b8f0d2,Your Secret Love,Luther Vandross,artist:luther track:your secret love,56JRqiQ6QRaehxkG8852pL,52,1996-09-28,13
55541b265798365a4f96d4e53948a01b,Can't Knock The Hustle,JAY-Z,artist:jay-z track:can't knock the hustle,,73,1996-11-09,14
396c97abdcb900fad467cf50489fbe28,Only You,112 Featuring The Notorious B.I.G.,artist:112 track:only you,6zOg9gP62RJSsKFeOBAgvH,13,1996-09-21,28
05b518fba68d6222613b7784488136cd,Stupid Girl,Garbage,artist:garbage track:stupid girl,0h4fRpHrxBeR3XWHmcolaU,24,1996-09-21,20
02e751f8d7797092f02ff7a4356a809c,Strawberry Wine,Deana Carter,artist:deana track:strawberry wine,3ODF56f90W3qxDqxHAUi3v,65,1996-11-16,10
2dd3a50d9517b831fd4d725c583fba3f,Elevators (Me & You),OutKast,artist:outkast track:elevators ,2oLwDI8tZUOh6SmTMRRfKs,12,1996-08-03,20
71cc23cda94bc2e8fe95a67e92e1087c,Like I Do,For Real,artist:for track:like i do,7fiDNH3mHRq5mDgQycNWQZ,72,1996-11-09,8
46b9af8ef6a1e74e3e5b9a9ee32ca35b,Missing You,Tina Turner,artist:tina track:missing you,5n7IudGA8j5x2pzNouxHdy,84,1996-11-02,9
99bca2749462c7fa3026285131749d0d,Devil's Haircut,Beck,artist:beck track:devil's haircut,,94,1996-11-16,4
a06f7c32ef5bb72e83a94a4e6a43b1cd,Snapshot,RuPaul,artist:rupaul track:snapshot,53KlAiiDrOK8KH87UgaInl,95,1996-11-16,5
4659aeb29d133f900d517f258742d092,How Do U Want It/California Love,2Pac Featuring K-Ci And JoJo,artist:2pac track:how do u want it/california love,,1,1996-07-13,24
c80b9d7d2e3b07956541aa69589a5aaa,I Can't Sleep Baby (If I),R. Kelly,artist:r. track:i can't sleep baby ,6JR2utS6oY0U6OVDmIHiqV,5,1996-08-03,20
2ecbb4b7c202e47ee55b031ee18cb120,Macarena,Los Del Rio,artist:los track:macarena,4oaj36KzXRgDg4McgcTsZK,23,1996-09-21,21
6aee6b62edd3ce280ff4b46cbf2c72a7,The Things That You Do,Gina Thompson,artist:gina track:the things that you do,1I8SqBOR5G5UFR9BJfZYmu,41,1996-09-14,20
f9c2f2a84f135ef74377489728b6b106,Tucker's Town,Hootie & The Blowfish,artist:hootie track:tucker's town,5wDeYEOMGyOEKjlo7bbKsE,38,1996-08-31,20
6d4dfb4ef5e767a81d5889293a33106c,Tell Me (I'll Be Around),Shades,artist:shades track:tell me ,0luaFprBmGLvTd4WeqzZkt,50,1996-09-14,17
004dc1f599bf217e443c0c3e008553e5,The Child (Inside),Qkumba Zoo,artist:qkumba track:the child ,41NMHDlXO1qeo8YYxcQDHU,69,1996-11-09,7
a585dc8b7480d70018e16c8ad266bf40,DJ Girl,Katalina,artist:katalina track:dj girl,4Nu2HevmTMD9nD0xaWem0L,86,1996-10-05,11
9426b3564e326d702f39273ee8488308,Don't Go Away,Fun Factory,artist:fun track:don't go away,0fiMcp9sZoTzwdPduYSKDs,93,1996-11-02,4
e08650ff4e17ff5fc0b2c338b588c48e,Shake A Lil' Somethin'...,The 2 Live Crew,artist:2 track:shake a lil' somethin'...,7MJTU6jULOZPAdlu8SPAfo,72,1996-09-07,15
4d34ede36dd899b4ab80d069b1fbee9e,Don't Look Back In Anger,Oasis,artist:oasis track:don't look back in anger,7CVYxHq1L0Z4G84jTDS6Jl,55,1996-08-31,14
0e77bfed39a3748d18c89b8679fc772c,I'm So Happy I Can't Stop Crying,Sting,artist:sting track:i'm so happy i can't stop crying,4NPFLdgC4wGi9LQ7j21yXM,94,1996-11-02,3
f6e4c0b60c79927adf8bd65d307be7aa,"Insensitive (From ""Bed Of Roses"")",Jann Arden,artist:jann track:insensitive ,0wws0YDuh8zH6L0zmoBG46,12,1996-06-01,40
aaf7f3c0b1165b6f2ae9f05a69b376bf,Always Be My Baby,Mariah Carey,artist:mariah track:always be my baby,2aBxt229cbLDOvtL7Xbb9x,1,1996-05-04,32
ebb79c30795ef41f03105fe8f4aed5e6,That Girl,Maxi Priest Featuring Shaggy,artist:maxi track:that girl,24s6yppvGO5he6wRwCaGrr,20,1996-08-31,20
1f9e873be12b3ba2823a43e33b24f00a,"Tonight, Tonight",The Smashing Pumpkins,"artist:smashing track:tonight, tonight",4iCGSi1RonREsPtfEKYj5b,36,1996-08-03,20
