pos,title,artist,last_pos,peak_pos,streak,spotify_id
79,Questions,Chris Brown,93,79,10,5XQMr19TL7Mfksq9zihbOu
80,F**k Love,XXXTentacion Featuring Trippie Redd,78,41,10,
81,I Could Use A Love Song,Maren Morris,83,81,11,09iyGiljLWRYXdRazFkdtJ
82,Round Here Buzz,Eric Church,86,82,6,52ioLaTnO2J7BWY8UN2n9D
83,Mayores,Becky G Featuring Bad Bunny,-1,83,2,7JNh1cfm0eXjqFVOzKLyau
84,Lights Down Low,MAX Featuring gnash,90,84,4,5A6BJLZArq1MPjsnmcuk5f
85,Candy Paint,Post Malone,84,84,2,42CeaId2XNlxugDvyqHfDf
86,Go Flex,Post Malone,82,76,7,5yuShbu70mtHXY0yLzCQLQ
87,Glorious,Macklemore Featuring Skylar Grey,71,49,17,0CokSRCu5hZgPxcZBaEzVE
88,Relationship,Young Thug Featuring Future,81,65,11,25oOaleife6E2MIKmFkPvg
89,Smooth,Florida Georgia Line,91,89,5,31x4wWBghN7f5PiEZUmcAW
90,Ask Me How I Know,Garth Brooks,-1,90,2,
91,You Broke Up With Me,Walker Hayes,-1,91,2,6UsoV6X96Rox9mfxoz7SFy
92,Heartache On The Dance Floor,Jon Pardi ,95,47,18,0w3Q14i073jLoew1hgJkwD
93,B.E.D.,Jacquees,97,69,13,21QaCM5SdwjGbAimqJUnmC
94,My Choppa Hate N****s,21 Savage & Metro Boomin,-1,94,1,
95,Too Much To Ask,Niall Horan,96,66,3,39jXnbACjiaiTwwhsr5sY5
96,Too Hotty,"Quavo, Takeoff & Offset",99,91,4,
97,All The Pretty Girls,Kenny Chesney,87,63,14,66pxmg3Jhjm09tHoWR1wVR
98,All On Me,Devin Dawson,-1,98,1,2Nc8Imt04W3ZmcBF8dPQKc
99,More Girls Like You,Kip Moore,89,66,12,73WWkaWkIRSP3MYGZ14aY4
100,High End,Chris Brown Featuring Future & Young Thug,-1,82,2,2XdgSB4TtzUHQYCMfSHbFI
