pos,title,artist,last_pos,peak_pos,streak,spotify_id
42,No Promises,Cheat Codes Featuring Demi Lovato,43,39,17,5lNuqFVMca4vPupY10cH0J
43,Mask Off,Future,37,5,29,0VgkVdmE4gld66l8iyGjgx
44,The Race,Tay-K,64,44,5,3wGXyJGsCf1myH5MooQIqE
45,Thunder,Imagine Dragons,45,45,19,5VnDkUNyX6u5Sk0yZiP8XB
46,Transportin',Kodak Black,55,46,3,1WIZiOuNO3woKfdlSK2gNn
47,The Way Life Goes,Lil Uzi Vert Featuring Nicki Minaj,39,39,2,2eAZfqOm4EnOF9VvN50Tyc
48,When It Rains It Pours,Luke Combs,56,48,6,1mMLMZYXkMueg65jRRWG1l
49,F**k Love,XXXTentacion Featuring Trippie Redd,41,41,2,
50,Do Re Mi,Blackbear,50,50,13,3Q3myFA7q4Op95DOpHplaY
51,It's A Vibe,"2 Chainz Featuring Ty Dolla $ign, Trey Songz & Jhene Aiko",48,44,13,6H0AwSQ20mo62jGlPGB8S6
52,Crew,GoldLink Featuring Brent Faiyaz & Shy Glizzy,51,51,11,15EPc80XuFrb2LmOzGjuRg
53,Roll In Peace,Kodak Black Featuring XXXTENTACION,61,53,3,40oKW22ZNNkEdZLJTScaQI
54,Silence,Marshmello Featuring Khalid ,52,42,4,7vGuf3Y35N4wmASOKLUVVU
55,Swish Swish,Katy Perry Featuring Nicki Minaj,47,46,9,2y6vf5vYJFow4oABKSW1m3
56,Heartache On The Dance Floor,Jon Pardi,57,54,10,0w3Q14i073jLoew1hgJkwD
57,Sauce It Up,Lil Uzi Vert,49,49,2,1uL78kFWxhz3umTMWJu8n5
58,Butterfly Effect,Travis Scott,59,55,15,1yxgsra98r3qAtxqiGZPiX
59,No Such Thing As A Broken Heart,Old Dominion,46,46,15,0OlS52TmtK2gPaEtdmr7DN
60,Magnolia,Playboi Carti,53,29,19,1e1JKLEDKP7hEQzJfNAgPl
61,The Weekend,SZA ,68,61,6,6gU9OKjOE7ghfEd55oRO57
62,New Rules,Dua Lipa,67,62,6,2ekn2ttSfGqwhhate0LSR0
63,Unforgettable,Thomas Rhett,65,63,6,30MM5jWpUmOxtTNd9Ey5LZ
64,Back To You,Louis Tomlinson Featuring Bebe Rexha & Digital Farm Animals,62,40,7,7F9vK8hNFMml4GtHsaXui6
65,Fetish,Selena Gomez Featuring Gucci Mane,58,27,9,4lnAN2S1fcI0SjxEbksZVr
66,Felices Los 4,Maluma,70,48,17,0qYTZCo5Bwh1nsUFGZP3zn
67,All The Pretty Girls,Kenny Chesney,75,67,6,66pxmg3Jhjm09tHoWR1wVR
68,Glorious,Macklemore Featuring Skylar Grey,69,68,9,0CokSRCu5hZgPxcZBaEzVE
69,B.E.D.,Jacquees,86,69,5,21QaCM5SdwjGbAimqJUnmC
70,Everybody Dies In Their Nightmares,XXXTentacion,54,54,2,3GVkPk8mqxz0itaAriG1L7
71,Versace On The Floor,Bruno Mars,71,33,13,0kN8xEmgMW9mh7UmDYHlJP
72,Whatever You Need,Meek Mill Featuring Chris Brown & Ty Dolla $ign,74,51,9,6yMxfx9wpiuhhdb8vHDVMu
73,Havana,Camila Cabello Featuring Young Thug,83,73,4,1rfofaqEpACxVEHIZBJe6W
74,Escapate Conmigo,Wisin Featuring Ozuna,72,63,13,1KSqYYJFyfTecXFk9M0prc
75,Drinkin' Problem,Midland,66,45,18,1vBpwxsLVwaR4evBIaFmqD
76,They Don't Know,Jason Aldean,89,76,6,3bzE57iNavJJxXL9GgBiOK
77,These Heaux,Bhad Bhabie,-1,77,1,6SUxrwVN19Kmd9JfIbjJUj
78,Every Little Thing,Carly Pearce,93,78,6,2wxfu24GQpEZQrjDJm5Ac1
79,444+222,Lil Uzi Vert,60,60,2,1QgTBfRN5m81a5K01qens6
80,Do I Make You Wanna,Billy Currington,78,47,13,3I7krC8kr0gFR7P6vInR1I
81,Bad At Love,Halsey,-1,81,1,7y9iMe8SOB6z3NoHE2OfXl
82,More Girls Like You,Kip Moore,98,82,4,73WWkaWkIRSP3MYGZ14aY4
83,It Ain't My Fault,Brothers Osborne,100,79,12,08wJ1B9yu9sPeoRa5fbpr3
84,Wish I Knew You,The Revivalists,96,84,6,2EWpa5XnAuSn0sIkSSIhYk
85,Light It Up,Luke Bryan,76,76,2,5w3NgfV8v1nNZFLUBlGHIL
86,Greatest Love Story,LANCO,-1,86,1,2yQZwi1P8AkkxxFhQ8rMEK
87,My Girl,Dylan Scott,88,39,20,3izNaTiYdotdPL0Bs76JqO
88,Most Girls,Hailee Steinfeld,87,58,16,10GJQkjRJcZhGTLagFOC62
89,Questions,Chris Brown,-1,89,2,5XQMr19TL7Mfksq9zihbOu
90,Relationship,Young Thug Featuring Future,-1,83,3,25oOaleife6E2MIKmFkPvg
91,Dark Queen,Lil Uzi Vert,92,91,2,2ZdCrBA52bb4pIG3tOOZiQ
92,I Could Use A Love Song,Maren Morris,-1,92,3,09iyGiljLWRYXdRazFkdtJ
93,X,Lil Uzi Vert,81,81,2,5tRmoZRoupvMYPV1oezFrH
94,Neon Guts,Lil Uzi Vert Featuring Pharrell Williams,79,79,2,1MJErNPIQUoEMu4YUUmecm
95,Fix A Drink,Chris Janson,-1,95,2,0s6OWiWGuiCcm1Muzch5A8
96,Revenge,XXXTentacion,77,77,2,5TXDeTFVRVY7Cvt0Dw4vWW
97,Sky Walker,Miguel Featuring Travis Scott,-1,97,1,5WoaF1B5XIEnWfmb5NZikf
98,Somebody Else Will,Justin Moore,-1,59,13,3n2A6l4UayVe3GGKCvfQWV
99,Reminder,The Weeknd,-1,31,17,37F0uwRSrdzkBiuj0D5UHI
100,No Fear,DeJ Loaf,-1,100,1,2H881m3JRA8lpuuwaQL6zy
