id,title,artist,query,spotify_id,peak_pos,peak_week,streak,debut_year,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
4e6fa705015a59673eadbc95b50ae4be,Believer,Imagine Dragons,artist:imagine track:believer,1NtIMM4N0cFa1dNzN15chl,4,2017-08-26,51,2017,0.772000,0.780000,10.000000,-4.288000,0.000000,0.108000,0.051200,0.000000,0.119000,0.719000,124.988000,204347.000000,4.000000
6c9a5e6414a1df861db8cf6f6d9cd131,Mi Gente,J Balvin & Willy William Featuring Beyonce,artist:j track:mi gente,4ipnJyDU3Lq15qBAYNqlqK,3,2017-10-21,30,2017,0.535000,0.678000,11.000000,-4.906000,0.000000,0.099800,0.016400,0.000013,0.128000,0.287000,102.681000,189440.000000,4.000000
3a3fed382ce6c892493c37bf3c69114f,1-800-273-8255,Logic Featuring Alessia Cara & Khalid,artist:logic track:1-800-273-8255,5tz69p7tJuGPeMGwNTxYuV,3,2017-09-30,39,2017,0.629000,0.572000,5.000000,-7.733000,0.000000,0.038700,0.570000,0.000000,0.192000,0.386000,100.015000,250173.000000,4.000000
d33e37746e647bf69ae501d5f376a1c9,Attention,Charlie Puth,artist:charlie track:attention,4iLqG9SeJSnt0cSPICSjxv,5,2017-08-26,40,2017,0.774000,0.626000,3.000000,-4.432000,0.000000,0.043200,0.096900,0.000031,0.084800,0.777000,100.041000,211475.000000,4.000000
560c50559e2139a12acb39c3acab3ea3,Unforgettable,French Montana Featuring Swae Lee,artist:french track:unforgettable,3B54sVLJ402zGa6Xm4YGNe,3,2017-08-19,42,2017,0.726000,0.769000,6.000000,-5.043000,1.000000,0.123000,0.029300,0.010100,0.104000,0.733000,97.985000,233902.000000,4.000000
8781eccd685128f1e6c027a86dd958b2,...Ready For It?,Taylor Swift,artist:taylor track:...ready for it?,2yLa0QULdQr0qAIvVwN6B5,4,2017-09-23,20,2017,0.616000,0.776000,2.000000,-6.519000,1.000000,0.127000,0.060900,0.000000,0.155000,0.459000,160.053000,208187.000000,4.000000
96e1547b1f55ab5f1d21be87f964c444,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,artist:luis track:despacito,6rPO02ozF3bM7NnOV4h6s2,1,2017-05-27,52,2017,0.630000,0.815000,2.000000,-4.265000,1.000000,0.152000,0.222000,0.000000,0.091000,0.813000,88.357000,228827.000000,4.000000
b6a077b85976feb3643b2b209ea7b930,That's What I Like,Bruno Mars,artist:bruno track:that's what i like,0KKkJNfGyhkQ5aFogxQAPU,1,2017-05-13,52,2016,0.853000,0.560000,1.000000,-4.961000,1.000000,0.040600,0.013000,0.000000,0.094400,0.860000,134.066000,206693.000000,4.000000
1587f1cc1595afd6cc328ff1806ab11c,Look What You Made Me Do,Taylor Swift,artist:taylor track:look what you made me do,1P17dC1amhFzptugyAO7Il,1,2017-09-16,20,2017,0.769000,0.709000,9.000000,-6.432000,0.000000,0.139000,0.189000,0.000017,0.133000,0.514000,128.063000,211853.000000,4.000000
e08c65d670e3b975b71759ba3e2163bf,Humble.,Kendrick Lamar,artist:kendrick track:humble.,7KXjTSCq5nL1LoYtL7XAwS,1,2017-05-06,37,2017,0.904000,0.611000,1.000000,-6.842000,0.000000,0.088800,0.000259,0.000020,0.097600,0.400000,150.020000,177000.000000,4.000000
5432e4cc17db8a05f16e3cafa70151d5,Something Just Like This,The Chainsmokers & Coldplay,artist:chainsmokers track:something just like this,1dNIEtp7AY3oDAKCGg2XkH,3,2017-04-15,39,2017,0.607000,0.649000,11.000000,-6.695000,0.000000,0.036200,0.030600,0.000025,0.174000,0.505000,102.996000,247627.000000,4.000000
a097ba921f6407632072e4a958e55927,Wild Thoughts,DJ Khaled Featuring Rihanna & Bryson Tiller,artist:dj track:wild thoughts,45XhKYRRkyeqoW3teSOkCM,2,2017-07-29,21,2017,0.613000,0.681000,8.000000,-3.089000,1.000000,0.077800,0.028700,0.000000,0.126000,0.619000,97.621000,204664.000000,4.000000
65aedca20f914bb01d8c551592d812d8,I'm The One,"DJ Khaled Featuring Justin Bieber, Quavo, Chance The Rapper & Lil Wayne",artist:dj track:i'm the one,1jYiIOC5d6soxkJP81fxq2,1,2017-05-20,22,2017,0.599000,0.667000,7.000000,-4.267000,1.000000,0.036700,0.053300,0.000000,0.134000,0.817000,80.984000,288877.000000,4.000000
f3b7dc395ab6e5f2e76d627d74a5ead1,Mask Off,Future,artist:future track:mask off,0VgkVdmE4gld66l8iyGjgx,5,2017-05-06,31,2017,0.833000,0.434000,2.000000,-8.795000,1.000000,0.431000,0.010200,0.021900,0.165000,0.281000,150.062000,204600.000000,4.000000
137ad2b3b5c07c2573cc8cadd4a37e3e,DNA.,Kendrick Lamar,artist:kendrick track:dna.,6HZILIRieu8S0iqY8kIKhj,4,2017-05-06,20,2017,0.637000,0.514000,1.000000,-6.763000,1.000000,0.365000,0.004700,0.000000,0.094000,0.402000,139.931000,185947.000000,4.000000
70ab48e13b0d69e7f7926148fc759703,In The End,Linkin Park,artist:linkin track:in the end,60a0Rd6pjrkxjPbaKzXjfq,2,2002-03-30,39,2001,0.553000,0.900000,3.000000,-4.556000,0.000000,0.058400,0.011300,0.000000,0.322000,0.398000,105.213000,219000.000000,4.000000
558221eddf94404da776422a5bd95516,Closer,The Chainsmokers Featuring Halsey,artist:chainsmokers track:closer,7BKLCZ1jbUBVqRi2FVlTVw,1,2016-09-03,52,2016,0.748000,0.524000,8.000000,-5.599000,1.000000,0.033800,0.414000,0.000000,0.111000,0.661000,95.010000,244960.000000,4.000000
577b4393beb95a601a5de8b025fc5811,Bad And Boujee,Migos Featuring Lil Uzi Vert,artist:migos track:bad and boujee,4Km5HrUvYTaSUfiSGPJeQR,1,2017-01-21,36,2016,0.927000,0.665000,11.000000,-5.313000,1.000000,0.244000,0.061000,0.000000,0.123000,0.175000,127.076000,343150.000000,4.000000
83462d2f3027f3b4b51381f5f1012f57,iSpy,KYLE Featuring Lil Yachty,artist:kyle track:ispy,2EEeOnHehOozLq4aS0n6SL,4,2017-04-22,30,2017,0.746000,0.653000,7.000000,-6.745000,1.000000,0.289000,0.378000,0.000000,0.229000,0.672000,75.016000,253107.000000,4.000000
e056915c92988c9bbc0e7b685d4dbc7e,24K Magic,Bruno Mars,artist:bruno track:24k magic,6b8Be6ljOzmkOmFslEb23P,4,2016-12-10,41,2016,0.818000,0.803000,1.000000,-4.282000,1.000000,0.079700,0.034000,0.000000,0.153000,0.632000,106.970000,225983.000000,4.000000
2f1251242b1711de4e983a3fd9fa38bf,Sign Of The Times,Harry Styles,artist:harry track:sign of the times,5Ohxk2dO5COHF1krpoPigN,4,2017-04-29,13,2017,0.516000,0.595000,5.000000,-4.630000,1.000000,0.031300,0.027500,0.000000,0.109000,0.222000,119.972000,340707.000000,4.000000
e084f555c681837229904510c81adb6a,Chained To The Rhythm,Katy Perry Featuring Skip Marley,artist:katy track:chained to the rhythm,5tP2TrJDgXXxAHZwcOknOI,4,2017-03-04,15,2017,0.520000,0.798000,0.000000,-5.389000,1.000000,0.094400,0.076300,0.000000,0.144000,0.485000,95.252000,237734.000000,4.000000
05559c000d5f350e17ce1511320e315d,Love On The Brain,Rihanna,artist:rihanna track:love on the brain,2aksifNn5ph8igDOkPBA02,5,2017-03-25,31,2016,0.506000,0.641000,4.000000,-4.815000,0.000000,0.045600,0.084800,0.000008,0.073000,0.393000,171.957000,224000.000000,3.000000
4ee38f1181dae676bbddd35fb9d9727f,I Feel It Coming,The Weeknd Featuring Daft Punk,artist:weeknd track:i feel it coming,3dhjNA0jGA8vHBQ1VdD6vV,4,2017-04-15,26,2016,0.767000,0.819000,0.000000,-5.945000,0.000000,0.127000,0.440000,0.000000,0.086300,0.583000,92.990000,269187.000000,4.000000
f9dadd9ac09207b75218bb44a41b06a8,I Don't Wanna Live Forever (Fifty Shades Darker),Zayn / Taylor Swift,artist:zayn track:i don't wanna live forever ,2y5aJvzXhHPA94U5GFAcXe,2,2017-03-04,23,2016,0.737000,0.452000,0.000000,-8.366000,1.000000,0.053400,0.057800,0.000015,0.187000,0.096000,117.962000,245653.000000,4.000000
34f76c6ae089226878d3f73267aa455c,Can't Stop The Feeling!,Justin Timberlake,artist:justin track:can't stop the feeling!,1WkMMavIMc4JZ8cfMmxHkI,1,2016-05-28,52,2016,0.669000,0.832000,0.000000,-5.720000,1.000000,0.068200,0.010600,0.000000,0.096800,0.700000,113.035000,237547.000000,4.000000
20a6f05fc266ba5d05f1d040ea1b7e7c,Starboy,The Weeknd Featuring Daft Punk,artist:weeknd track:starboy,7MXVkk9YMctZqd1Srtv4MB,1,2017-01-07,30,2016,0.675000,0.595000,7.000000,-7.033000,1.000000,0.284000,0.168000,0.000003,0.136000,0.491000,185.998000,230453.000000,4.000000
33248d6c07849939b6e74758d29afda4,Million Reasons,Lady Gaga,artist:lady track:million reasons,7dZ1Odmx9jWIweQSatnRqo,4,2017-02-25,20,2016,0.665000,0.424000,0.000000,-7.838000,1.000000,0.044400,0.437000,0.000000,0.107000,0.134000,129.911000,205280.000000,4.000000
4dde44d728fb677ed3a2fa7b7c822253,Bad Things,Machine Gun Kelly x Camila Cabello,artist:machine track:bad things,1KzGj3xvi9IiY05kBlkm2G,4,2017-02-11,23,2016,0.677000,0.694000,2.000000,-4.752000,1.000000,0.128000,0.192000,0.000000,0.178000,0.287000,137.847000,239293.000000,4.000000
9cfdb63c6f9a2fc49d3848b2a01202cd,Let Me Love You,DJ Snake Featuring Justin Bieber,artist:dj track:let me love you,0lYBSQXN6rCTvUZvg9S0lU,4,2016-10-08,33,2016,0.652000,0.713000,8.000000,-5.311000,1.000000,0.036800,0.077100,0.000010,0.144000,0.152000,100.023000,205947.000000,4.000000
29c5b22ed67cd5a7ddd3b83e8f28be71,Black Beatles,Rae Sremmurd Featuring Gucci Mane,artist:rae track:black beatles,6fujklziTHa8uoM5OQSfIo,1,2016-11-26,27,2016,0.794000,0.646000,0.000000,-6.235000,1.000000,0.061400,0.130000,0.000000,0.140000,0.322000,145.931000,291893.000000,4.000000
90da45b6989a6057d2579d1a6390ce04,Heathens,twenty one pilots,artist:twenty track:heathens,6i0V12jOa3mr6uu4WYhUBr,2,2016-09-24,39,2016,0.732000,0.396000,4.000000,-9.348000,0.000000,0.028600,0.084100,0.000036,0.105000,0.548000,90.024000,195920.000000,4.000000
a578f7bafcec93dd1ceb8f5c8ffc5e5f,Side To Side,Ariana Grande Featuring Nicki Minaj,artist:ariana track:side to side,1pKeFVVUOPjFsOABub0OaV,4,2016-12-03,28,2016,0.650000,0.728000,6.000000,-5.914000,0.000000,0.232000,0.037300,0.000000,0.328000,0.619000,159.167000,226160.000000,4.000000
2fcb3ec4aae8b500a4aa1e29d1d26b7b,Broccoli,D.R.A.M. Featuring Lil Yachty,artist:d.r.a.m. track:broccoli,0qy5D3OJre7SPJNMOL9I71,5,2016-11-05,37,2016,0.886000,0.525000,8.000000,-7.390000,1.000000,0.132000,0.236000,0.000000,0.057000,0.708000,145.990000,225205.000000,4.000000
51a669b1dc892a5b87f61a14e2cfde34,Juju On That Beat (TZ Anthem),Zay Hilfigerrr & Zayion McCall,artist:zay track:juju on that beat ,1lItf5ZXJc1by9SbPeljFd,5,2016-12-10,21,2016,0.807000,0.887000,1.000000,-3.892000,1.000000,0.275000,0.003810,0.000000,0.391000,0.780000,160.517000,144244.000000,4.000000
bdeb175db731599b726ae9c2a0f47766,Cheap Thrills,Sia Featuring Sean Paul,artist:sia track:cheap thrills,3S4px9f4lceWdKf0gWciFu,1,2016-08-06,52,2016,0.628000,0.698000,6.000000,-5.608000,0.000000,0.105000,0.047200,0.001430,0.090700,0.732000,89.976000,211667.000000,4.000000
437f5bd360219ce2624113d40bbe2cc2,Don't Let Me Down,The Chainsmokers Featuring Daya,artist:chainsmokers track:don't let me down,1i1fxkWeaMmKEB4T7zqbzK,3,2016-07-16,52,2016,0.532000,0.869000,11.000000,-5.094000,1.000000,0.172000,0.157000,0.005080,0.136000,0.422000,159.803000,208373.000000,4.000000
951c8c59ebd3a42bdc5de5e8e4b23291,Bad Romance,Lady Gaga,artist:lady track:bad romance,5P5cGNzqh6A353N3ShDK6Y,2,2009-12-05,35,2009,0.697000,0.921000,0.000000,-3.750000,1.000000,0.039100,0.003050,0.000036,0.083100,0.721000,118.990000,294573.000000,4.000000
5c8f692caf8c7eb5160e53dad84ce4ff,Cold Water,Major Lazer Featuring Justin Bieber & MO,artist:major track:cold water,7zsXy7vlHdItvUSH8EwQss,2,2016-08-13,27,2016,0.602000,0.797000,6.000000,-5.084000,0.000000,0.053400,0.055000,0.000000,0.187000,0.492000,92.928000,185360.000000,4.000000
f3d897d5535920e29d120df18c4556b6,Careless Whisper,Wham! Featuring George Michael,artist:wham! track:careless whisper,,1,1985-02-16,22,1984,,,,,,,,,,,,,
d971092bdea5bcfd183a7584a3f54f3e,Faith,George Michael,artist:george track:faith,0HEmnAUT8PHznIAAmVXqFJ,1,1987-12-12,21,1987,0.887000,0.480000,11.000000,-11.994000,1.000000,0.117000,0.009400,0.000036,0.066200,0.607000,95.846000,193200.000000,4.000000
2a503b631b402a95c1e8db73ba4236e3,This Is What You Came For,Calvin Harris Featuring Rihanna,artist:calvin track:this is what you came for,0azC730Exh71aQlOt9Zj3y,3,2016-08-06,32,2016,0.630000,0.928000,9.000000,-2.787000,0.000000,0.033100,0.199000,0.124000,0.148000,0.465000,123.963000,222160.000000,4.000000
e2c6908e46ab4d058198d82b7b6ec499,Ride,twenty one pilots,artist:twenty track:ride,2Z8WuEywRWYTKe1NybPQEW,5,2016-09-10,39,2016,0.645000,0.713000,6.000000,-5.355000,1.000000,0.039300,0.008350,0.000000,0.113000,0.566000,74.989000,214507.000000,4.000000
b8df221ed247e664dc311353a982b824,One Dance,Drake Featuring WizKid & Kyla,artist:drake track:one dance,1zi7xx7UVEFkmKfv06H8x0,1,2016-05-21,36,2016,0.796000,0.610000,1.000000,-5.857000,1.000000,0.051600,0.008420,0.002860,0.351000,0.391000,103.990000,173987.000000,4.000000
401acbb61aede5fc2b883d9b0f4ddbe8,Panda,Desiigner,artist:desiigner track:panda,275a9yzwGB6ncAW4SxY7q3,1,2016-05-07,40,2016,0.720000,0.748000,10.000000,-5.522000,0.000000,0.393000,0.023500,0.000000,0.369000,0.246000,145.220000,247867.000000,4.000000
3721b9191310adb64bfa13003a0a7bc3,Work From Home,Fifth Harmony Featuring Ty Dolla $ign,artist:fifth track:work from home,4tCtwWceOPWzenK2HAIJSb,4,2016-06-11,34,2016,0.803000,0.585000,8.000000,-5.861000,1.000000,0.043200,0.103000,0.000004,0.064400,0.593000,105.017000,214480.000000,4.000000
d0a22de4d3a217a06bdbe567989916fb,Work,Rihanna Featuring Drake,artist:rihanna track:work,32lmL4vQAAotg6MrJnhlQZ,1,2016-03-05,36,2016,0.667000,0.538000,11.000000,-6.294000,1.000000,0.095300,0.064400,0.000000,0.092800,0.527000,91.296000,219320.000000,4.000000
c138da1c58cdfbb05a6ca5141b774fd6,I Took A Pill In Ibiza,Mike Posner,artist:mike track:i took a pill in ibiza,1MtUq6Wp1eQ8PC6BbPCj8P,4,2016-05-21,37,2016,0.665000,0.725000,7.000000,-6.588000,0.000000,0.120000,0.034000,0.000009,0.086400,0.703000,101.960000,197933.000000,4.000000
a066135d159ce3c45f54e6613b6faaa6,7 Years,Lukas Graham,artist:lukas track:7 years,5kqIPrATaCc2LqxVWzQGbk,2,2016-04-09,36,2016,0.765000,0.473000,10.000000,-5.829000,1.000000,0.051400,0.287000,0.000000,0.391000,0.340000,119.992000,237300.000000,4.000000
30d09217009ca200f8e68adfdcc78108,Stressed Out,twenty one pilots,artist:twenty track:stressed out,3CRDbSIZ4r5MsZ0YwxuEkn,2,2016-02-27,52,2015,0.734000,0.637000,4.000000,-5.677000,0.000000,0.141000,0.046200,0.000023,0.060200,0.648000,169.977000,202333.000000,4.000000
65a3101dc8623d3558965c7c67c51db7,Love Yourself,Justin Bieber,artist:justin track:love yourself,50kpGaPAhYJ3sGmk6vplg0,1,2016-02-13,41,2015,0.607000,0.376000,4.000000,-9.954000,1.000000,0.453000,0.856000,0.000000,0.285000,0.545000,102.541000,233720.000000,4.000000
d942a9baf25634515f8e25a23eb3a119,Sorry,Justin Bieber,artist:justin track:sorry,09CtPGIpYB4BrO8qb1RGsF,1,2016-01-23,42,2015,0.605000,0.768000,0.000000,-3.724000,0.000000,0.047600,0.086500,0.000000,0.308000,0.414000,100.209000,200787.000000,4.000000
37dd7320ca61b55a08262627bec9483f,My House,Flo Rida,artist:flo track:my house,6Knv6wdA0luoMUuuoYi2i1,4,2016-03-19,39,2015,0.688000,0.702000,7.000000,-4.792000,0.000000,0.049900,0.021500,0.000000,0.128000,0.740000,94.006000,192191.000000,4.000000
d4dc30351e1a51ca155a73b8faec5290,No,Meghan Trainor,artist:meghan track:no,0l0CvurVUrr2w3Jj1hOVFc,3,2016-04-16,20,2016,0.557000,0.801000,1.000000,-3.602000,0.000000,0.218000,0.012500,0.000002,0.737000,0.654000,92.135000,213507.000000,4.000000
0d92571a696f8d3368f47ff82a0cb7df,Pillowtalk,Zayn,artist:zayn track:pillowtalk,0PDUDa38GO8lMxLCRc4lL1,1,2016-02-20,24,2016,0.584000,0.700000,11.000000,-4.275000,1.000000,0.045600,0.117000,0.000000,0.093900,0.438000,124.944000,202747.000000,4.000000
42538c851b7c79645aec404eb1f07cc7,Stitches,Shawn Mendes,artist:shawn track:stitches,5jsw9uXEGuKyJzs0boZ1bT,4,2015-11-07,52,2015,0.592000,0.752000,1.000000,-6.589000,1.000000,0.114000,0.019600,0.000000,0.047700,0.726000,74.784000,206880.000000,4.000000
f0a11906b86b2c069f3768418625fdf6,Purple Rain,Prince And The Revolution,artist:prince track:purple rain,54X78diSLoUDI3joC2bjMz,2,1984-11-17,18,1984,0.367000,0.452000,10.000000,-10.422000,1.000000,0.030700,0.035300,0.002280,0.689000,0.189000,113.066000,520787.000000,4.000000
d2bcf88e0d70fa68c8c57e87273b6b74,When Doves Cry,Prince,artist:prince track:when doves cry,51H2y6YrNNXcy3dfc3qSbA,1,1984-07-07,23,1984,0.729000,0.989000,9.000000,-4.613000,0.000000,0.049000,0.010200,0.000044,0.443000,0.840000,126.470000,352906.000000,4.000000
24123644d61297f897980666a5ef8504,Kiss,Prince And The Revolution,artist:prince track:kiss,62LJFaYihsdVrrkgUOJC05,1,1986-04-19,20,1986,0.898000,0.271000,7.000000,-12.238000,1.000000,0.091000,0.013500,0.001380,0.046100,0.742000,111.485000,226240.000000,4.000000
f3ad4950d2f9c525e0f85388959ed24d,Let's Go Crazy,Prince And The Revolution,artist:prince track:let's go crazy,0QeI79sp1vS8L3JgpEO7mD,1,1984-09-29,21,1984,0.309000,0.930000,11.000000,-6.399000,1.000000,0.125000,0.019200,0.002200,0.106000,0.376000,195.815000,280000.000000,4.000000
a5592908123af7eb9e761206923e8e35,Raspberry Beret,Prince And The Revolution,artist:prince track:raspberry beret,5jSz894ljfWE0IcHBSM39i,2,1985-07-20,18,1985,0.761000,0.670000,2.000000,-12.759000,1.000000,0.043800,0.210000,0.000426,0.068500,0.910000,120.752000,215173.000000,4.000000
d3079a782756b30f93509d3c4da65bf1,Hello,Adele,artist:adele track:hello,4sPmO7WMQUAf45kwMOtONw,1,2015-11-14,26,2015,0.481000,0.451000,5.000000,-6.095000,0.000000,0.034700,0.336000,0.000000,0.087200,0.289000,157.966000,295493.000000,4.000000
39e34fe12df1974a2b9f5b9599afec29,The Hills,The Weeknd,artist:weeknd track:the hills,7fBv7CLKzipRk6EC6TWHOB,1,2015-10-03,48,2015,0.540000,0.561000,0.000000,-6.987000,0.000000,0.069900,0.063500,0.000000,0.137000,0.107000,113.295000,242253.000000,4.000000
6d596d8b34ba387c2831c69bcc36bceb,Hotline Bling,Drake,artist:drake track:hotline bling,0wwPcA6wtMf6HUMpIRdeP7,2,2015-10-24,36,2015,0.903000,0.621000,2.000000,-8.132000,1.000000,0.057800,0.003020,0.000186,0.050400,0.553000,134.969000,267067.000000,4.000000
604d51138d7972795db29aed7be9b22d,679,Fetty Wap Featuring Remy Boyz,artist:fetty track:679,5NQbUaeTEOGdD6hHcre0dZ,4,2015-10-31,40,2015,0.618000,0.717000,7.000000,-5.738000,1.000000,0.318000,0.002560,0.000000,0.625000,0.603000,190.050000,196693.000000,4.000000
0a71c2ac2b44378a1f6066f3d8c162b1,What Do You Mean?,Justin Bieber,artist:justin track:what do you mean?,4B0JvthVoAAuygILe3n4Bs,1,2015-09-19,31,2015,0.837000,0.571000,5.000000,-8.273000,0.000000,0.092200,0.610000,0.000898,0.084900,0.801000,125.034000,205680.000000,4.000000
d8ce45c370671206a416a1d776468ca2,Here,Alessia Cara,artist:alessia track:here,1wYZZtamWTQAoj8B812uKQ,5,2016-02-06,34,2015,0.375000,0.822000,0.000000,-4.029000,1.000000,0.167000,0.071600,0.000000,0.069400,0.353000,123.363000,199453.000000,4.000000
64386da71b29afd219e1ee091a6635b7,Same Old Love,Selena Gomez,artist:selena track:same old love,1BZG99C7Co1r6QUC3zaS59,5,2016-01-30,28,2015,0.671000,0.596000,11.000000,-4.005000,0.000000,0.031000,0.023600,0.000000,0.228000,0.444000,98.025000,229080.000000,4.000000
5abb68c0caf54e695b9287594025e501,Can't Feel My Face,The Weeknd,artist:weeknd track:can't feel my face,22VdIZQfgXJea34mQxlt81,1,2015-08-22,41,2015,0.711000,0.783000,9.000000,-5.407000,0.000000,0.042300,0.109000,0.000000,0.094700,0.587000,107.972000,213520.000000,4.000000
87ce92fa9f67c5a7eff5ca34f86c1403,Lean On,Major Lazer & DJ Snake Featuring MO,artist:major track:lean on,5wldXGLEOoRXxMWJ8rIUWE,4,2015-08-29,48,2015,0.723000,0.809000,7.000000,-3.081000,0.000000,0.062500,0.003460,0.001230,0.565000,0.274000,98.007000,176561.000000,4.000000
e6fbd207f95caee781657ffc2c8b392b,See You Again,Wiz Khalifa Featuring Charlie Puth,artist:wiz track:see you again,2JzZzZUQj3Qff7wapcbKjc,1,2015-04-25,52,2015,0.689000,0.481000,10.000000,-7.503000,1.000000,0.081500,0.369000,0.000001,0.064900,0.283000,80.025000,229526.000000,4.000000
89668f5b14134a2b4cd36398a8c2b3a8,Wildest Dreams,Taylor Swift,artist:taylor track:wildest dreams,59HjlYCeBsxdI0fcm3zglw,5,2015-11-07,27,2014,0.556000,0.688000,8.000000,-7.328000,1.000000,0.085600,0.061200,0.002560,0.112000,0.459000,140.011000,220440.000000,4.000000
f0882a1bb26d03be259aa072b08d9019,Uptown Funk!,Mark Ronson Featuring Bruno Mars,artist:mark track:uptown funk!,32OlwWuMpZ6b0aN2RZOeMS,1,2015-01-17,56,2014,0.856000,0.609000,0.000000,-7.223000,1.000000,0.082400,0.008010,0.000081,0.034400,0.928000,114.988000,269667.000000,4.000000
740ce10dc33adefb084c60babccc7c89,Watch Me,Silento,artist:silento track:watch me,5RIVoVdkDLEygELLCniZFr,3,2015-07-18,51,2015,0.825000,0.770000,8.000000,-8.508000,1.000000,0.134000,0.265000,0.000000,0.334000,0.965000,139.982000,185131.000000,4.000000
67a6ad06ede155e4ea800812fa6f0b4b,Trap Queen,Fetty Wap,artist:fetty track:trap queen,2d8JP84HNLKhmd6IYOoupQ,2,2015-05-16,52,2015,0.746000,0.873000,7.000000,-3.803000,1.000000,0.128000,0.024400,0.000000,0.354000,0.817000,148.075000,222093.000000,4.000000
c64fa57bda58c7d25a971bde070cfead,Good For You,Selena Gomez Featuring A$AP Rocky,artist:selena track:good for you,578Eooad7oUyn4stovZiPg,5,2015-10-03,26,2015,0.602000,0.673000,5.000000,-6.440000,0.000000,0.069100,0.164000,0.000000,0.064500,0.253000,88.981000,221280.000000,4.000000
2c8056520dbd21ee212abdb55552c100,Cheerleader,OMI,artist:omi track:cheerleader,023OVLNzXhX0j7CxswUt6D,1,2015-07-25,35,2015,0.780000,0.680000,4.000000,-6.081000,1.000000,0.030500,0.141000,0.000012,0.138000,0.594000,118.026000,180560.000000,4.000000
